epoch,loss,val_loss
0,126.43677771171045,2.2062786312103273
1,1.8061307510073337,1.556738582611084
2,1.5986924231043145,1.6492633543014525
3,1.4518540467262415,1.3564088840484618
4,1.4147036368386787,1.2775635356903077
5,1.3998093936887888,1.4562126932144166
6,1.264634492011974,1.408593599319458
7,1.4106314208932849,1.0371127004623413
8,1.108978103256951,1.5911475257873535
9,1.0015998158168393,0.8977871761322022
10,0.8945650979055231,0.9106337919235229
11,0.9516016578770558,0.8198106117248535
12,0.7814706660375668,0.8923334245681762
13,0.7777562826117675,0.7031193752288818
14,0.7668458972357016,0.7139781765937805
15,0.727161361969067,0.8105828828811645
16,0.7516350898474682,0.7941438794136048
17,0.7038991159949313,0.6783991284370422
18,0.6747541333314628,0.6677505159378052
19,0.6786304865355745,0.6365457611083984
20,0.6673471882576122,0.6937241945266723
21,0.6617630600855229,0.7019535512924194
22,0.6513298178862904,0.5932237000465393
23,0.6002101731622391,0.583000054359436
24,0.5852116721236471,0.6631813797950744
25,0.5905145800015587,0.6242887535095215
26,0.5230731149024057,0.4658407688140869
27,0.5122713973629162,0.5759994282722473
28,0.5129063145804528,0.4473412821292877
29,0.4715940743624618,0.4340635108947754
30,0.5052034191103608,0.42231671833992
31,0.4475621558035258,0.47627308177947997
32,0.44330966058974497,0.39459046721458435
33,0.43603698128018575,0.4009519529342651
34,0.4216663050014879,0.39256756734848025
35,0.40328846254846246,0.4030396242141724
36,0.39968598838401054,0.38442067694664
37,0.39513251173849745,0.3629138252735138
38,0.38346266227374814,0.3654301173686981
39,0.38087925123346644,0.3391127917766571
40,0.3684525057324118,0.3342670102119446
41,0.36031267281515855,0.3275573525428772
42,0.34777168777580864,0.3317420756816864
43,0.33768854758843486,0.3397400588989258
44,0.33117152072409445,0.3095787281990051
45,0.32232533414492304,0.31683309841156004
46,0.31424174307296227,0.3055173177719116
47,0.32027858071881704,0.2891283178329468
48,0.3122919719886602,0.301748929977417
49,0.29270857189905014,0.2907693819999695
50,0.2935686483828849,0.27975518703460694
51,0.28381124676254815,0.28296420216560364
52,0.27908153417613485,0.27382420539855956
53,0.27549673074836445,0.2692550885677338
54,0.2686822348926549,0.25878406524658204
55,0.26282015695018146,0.268555504322052
56,0.25359087228830546,0.24445157384872437
57,0.2508459282118496,0.2530472741127014
58,0.2477091033647305,0.263393848657608
59,0.24600829237496846,0.24052702760696412
60,0.2450992007041603,0.26854596972465516
61,0.2378065885686482,0.24162860918045043
62,0.23793453209020024,0.22448654532432555
63,0.2292738443593619,0.22308400774002074
64,0.2257710359765032,0.2235589783191681
65,0.2198992215954097,0.21052959370613097
66,0.21560805893484766,0.22851613879203797
67,0.21517972018181622,0.21277652275562287
68,0.21361726320941077,0.2124352912902832
69,0.20569103681380438,0.20288760006427764
70,0.20159869657144322,0.19875038969516753
71,0.19895623514896926,0.19559794437885283
72,0.19322418654127865,0.196173691034317
73,0.19492302228854394,0.18829454588890077
74,0.1902750004473319,0.18644532811641693
75,0.18329553851854022,0.1949160462617874
76,0.18841804760876807,0.18718859672546387
77,0.18090186697821165,0.17771863651275635
78,0.17971784377057365,0.17239918804168702
79,0.17660096819597712,0.17699488663673402
80,0.175250637988888,0.17542348110675812
81,0.17111667841001987,0.17125445997714997
82,0.1708178797335085,0.1840782995223999
83,0.1669913465040031,0.17313472008705139
84,0.16525551581203224,0.17348157012462617
85,0.16212690327223406,0.16899848401546477
86,0.15977402563523366,0.16017206907272338
87,0.16021596952553324,0.1674467030763626
